student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA,will_graduate
21-8271,Business Solutions & Applications (BSBA‑BSAA),2004-10-02,Filipino,Single,Female,Caloocan,With Balance,38303,False,24,,3.0,Yes
21-6699,Business Intelligence & Analytics (BSBA‑BIA),2001-06-17,Filipino,Single,Male,Pasay,Paid,0,False,18,advising,3.5,No
21-2856,Business Intelligence & Analytics (BSBA‑BIA),2004-03-24,Filipino,Single,Female,Parañaque,With Balance,24404,False,18,restrictions,2.0,No
21-8269,Business Intelligence & Analytics (BSBA‑BIA),2007-12-09,Filipino,Single,Male,Imus,Paid,0,False,21,,3.5,Yes
21-1876,Human Resource Management (BSBA‑HRM),2007-12-27,Filipino,Single,Male,Bacoor,Paid,0,False,24,,2.0,No
21-8561,Business Intelligence & Analytics (BSBA‑BIA),2001-04-21,Filipino,Single,Male,Navotas,Paid,0,False,15,,3.0,Yes
21-2439,Human Resource Management (BSBA‑HRM),2000-04-11,Filipino,Single,Female,Marikina,Paid,0,True,15,,3.0,Yes
21-6196,Business Solutions & Applications (BSBA‑BSAA),2002-07-24,Filipino,Single,Female,San Mateo,Paid,0,False,21,monitoring,2.0,No
21-4371,Business Solutions & Applications (BSBA‑BSAA),2002-05-22,Filipino,Single,Male,Marikina,Paid,0,False,21,,2.0,No
21-3367,Business Solutions & Applications (BSBA‑BSAA),2002-03-08,Chinese,Single,Female,Las Piñas,Paid,0,False,15,,3.0,Yes
21-7559,Business Intelligence & Analytics (BSBA‑BIA),2005-02-21,Filipino,Single,Male,Marikina,Paid,0,False,21,monitoring,3.5,No
21-5212,Business Solutions & Applications (BSBA‑BSAA),2003-02-14,Filipino,Single,Female,Manila,With Balance,31154,False,21,restrictions,2.0,No
21-8795,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-21,Filipino,Single,Male,Bacoor,Paid,0,False,24,,2.0,No
21-1745,Information Systems (BS‑IS),2006-10-27,Filipino,Single,Female,Quezon City,With Balance,27265,False,18,,3.5,Yes
21-6287,Information Systems (BS‑IS),2004-11-10,Filipino,Single,Male,San Juan,Paid,0,False,24,,3.0,Yes
21-8828,Business Intelligence & Analytics (BSBA‑BIA),2006-09-25,Filipino,Single,Female,San Juan,Paid,0,True,24,,3.5,Yes
21-5163,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-08-01,Filipino,Single,Female,Cainta,Paid,0,False,24,,4.0,Yes
21-6873,Business Intelligence & Analytics (BSBA‑BIA),2000-06-24,Filipino,Single,Male,Cainta,With Balance,15018,False,15,,3.5,Yes
21-3511,Human Resource Management (BSBA‑HRM),2000-07-07,Filipino,Single,Male,Las Piñas,Paid,0,True,15,monitoring,2.0,No
21-7246,Business Intelligence & Analytics (BSBA‑BIA),2007-09-21,Filipino,Single,Male,Pasay,Paid,0,False,15,,3.0,Yes
21-2929,Human Resource Management (BSBA‑HRM),2005-10-05,Filipino,Single,Male,Caloocan,Paid,0,False,21,,3.5,Yes
21-6672,Business Intelligence & Analytics (BSBA‑BIA),2003-09-28,Filipino,Single,Female,Taguig,Paid,0,False,15,,3.5,Yes
21-4104,Business Solutions & Applications (BSBA‑BSAA),2002-08-21,Filipino,Single,Male,Muntinlupa,Paid,0,False,24,,4.0,Yes
21-2658,Information Systems (BS‑IS),2004-12-05,Filipino,Single,Male,Navotas,With Balance,18549,False,15,,3.0,Yes
21-2073,Information Systems (BS‑IS),2004-03-11,Filipino,Single,Female,Rodriguez,With Balance,36004,False,21,,2.0,No
21-1035,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-06-23,Filipino,Single,Female,Malabon,With Balance,29886,False,18,,3.0,Yes
21-3984,Human Resource Management (BSBA‑HRM),2007-10-12,Filipino,Single,Male,Valenzuela,With Balance,12341,False,18,,4.0,Yes
21-6253,Business Intelligence & Analytics (BSBA‑BIA),2001-04-21,Filipino,Single,Female,Muntinlupa,With Balance,32164,False,15,,3.5,Yes
21-5569,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-24,Filipino,Single,Male,Pasig,With Balance,39699,False,15,,3.0,Yes
21-9580,Cybersecurity (BSCSEC),2007-01-25,Filipino,Single,Female,Caloocan,With Balance,18144,False,24,restrictions,1.0,No
21-8202,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-08-20,Filipino,Single,Male,Valenzuela,With Balance,16088,False,18,,4.0,Yes
21-1106,Information Systems (BS‑IS),2003-08-03,Filipino,Single,Male,Navotas,Paid,0,False,18,,4.0,Yes
21-5559,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-12-26,Filipino,Single,Male,Caloocan,Paid,0,False,21,,3.5,Yes
21-7000,Business Solutions & Applications (BSBA‑BSAA),2000-08-28,Filipino,Married,Male,Muntinlupa,With Balance,20548,False,18,,2.0,No
21-2656,Information Systems (BS‑IS),2000-11-18,Filipino,Single,Male,Antipolo,Paid,0,False,18,,3.0,Yes
21-9063,Human Resource Management (BSBA‑HRM),2002-06-17,Filipino,Single,Female,Makati,Paid,0,False,21,advising,4.0,No
21-1545,Human Resource Management (BSBA‑HRM),2000-07-14,Filipino,Single,Male,Bacoor,Paid,0,False,18,,4.0,Yes
21-2636,Human Resource Management (BSBA‑HRM),2001-12-14,Filipino,Married,Female,Muntinlupa,Paid,0,False,18,,3.0,Yes
21-4118,Business Solutions & Applications (BSBA‑BSAA),2000-04-16,Filipino,Single,Female,Manila,Paid,0,False,18,advising,2.0,No
21-3246,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-05-12,Filipino,Single,Male,Taguig,With Balance,24705,False,21,monitoring,3.0,No
21-8834,Business Solutions & Applications (BSBA‑BSAA),2005-06-02,Filipino,Single,Male,Rodriguez,Paid,0,False,18,,2.0,No
21-8227,Information Systems (BS‑IS),2001-03-01,Filipino,Married,Male,Cainta,Paid,0,False,15,,3.5,Yes
21-6256,Business Intelligence & Analytics (BSBA‑BIA),2001-10-20,Filipino,Single,Female,San Mateo,With Balance,34492,False,21,,3.5,Yes
21-8318,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-12-15,Filipino,Married,Male,Muntinlupa,With Balance,30835,False,21,,1.0,No
21-7060,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-07-16,Filipino,Single,Male,Quezon City,Paid,0,False,24,,3.0,Yes
21-4976,Business Intelligence & Analytics (BSBA‑BIA),2000-02-08,Filipino,Single,Male,Las Piñas,Paid,0,False,15,,3.5,Yes
21-2182,Cybersecurity (BSCSEC),2004-07-12,Filipino,Single,Male,Manila,Paid,0,True,21,monitoring,3.0,No
21-5175,Cybersecurity (BSCSEC),2004-10-15,Filipino,Single,Female,San Mateo,Paid,0,False,21,,3.5,Yes
21-3326,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-07-05,Filipino,Single,Male,Caloocan,Paid,0,False,21,,4.0,Yes
21-9309,Business Intelligence & Analytics (BSBA‑BIA),2001-07-12,Filipino,Single,Male,San Mateo,Paid,0,False,21,,3.5,Yes
21-2783,Business Solutions & Applications (BSBA‑BSAA),2000-08-28,Filipino,Single,Female,Marikina,Paid,0,True,24,,3.5,Yes
21-8933,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-04-27,Filipino,Single,Male,San Juan,Paid,0,False,18,monitoring,3.5,No
21-1948,Business Intelligence & Analytics (BSBA‑BIA),2004-07-04,Filipino,Single,Female,Marikina,Paid,0,False,21,,3.0,Yes
21-3949,Business Solutions & Applications (BSBA‑BSAA),2004-02-22,Filipino,Single,Male,Makati,With Balance,38309,False,24,,3.5,Yes
21-5571,Cybersecurity (BSCSEC),2002-10-15,Filipino,Single,Male,Marikina,Paid,0,False,21,advising,3.0,No
21-6071,Human Resource Management (BSBA‑HRM),2004-07-08,Filipino,Single,Male,Bacoor,Paid,0,False,24,,3.0,Yes
21-8808,Cybersecurity (BSCSEC),2007-07-22,Filipino,Single,Female,Marikina,Paid,0,False,18,,4.0,Yes
21-5067,Business Solutions & Applications (BSBA‑BSAA),2002-06-04,Filipino,Single,Female,Taguig,With Balance,28731,False,24,,3.5,Yes
21-8499,Human Resource Management (BSBA‑HRM),2006-01-23,Filipino,Single,Male,Parañaque,With Balance,14134,False,21,,3.0,Yes
21-4450,Business Intelligence & Analytics (BSBA‑BIA),2006-10-16,Filipino,Single,Female,Valenzuela,Paid,0,False,15,monitoring,2.0,No
21-8144,Cybersecurity (BSCSEC),2003-12-19,Filipino,Single,Female,Malabon,Paid,0,True,21,,3.0,Yes
21-8822,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-05-02,Filipino,Single,Female,Quezon City,Paid,0,False,15,,3.5,Yes
21-5621,Business Solutions & Applications (BSBA‑BSAA),2004-01-21,Filipino,Single,Female,Navotas,Paid,0,False,24,,4.0,Yes
21-5232,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-18,Filipino,Single,Female,Imus,Paid,0,False,24,,2.0,No
21-5448,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-12-11,Filipino,Single,Female,Caloocan,Paid,0,False,18,,3.0,Yes
21-3142,Human Resource Management (BSBA‑HRM),2002-08-13,Filipino,Single,Female,Quezon City,Paid,0,False,21,,2.0,No
21-7985,Cybersecurity (BSCSEC),2000-04-14,Filipino,Single,Male,Bacoor,Paid,0,False,21,,4.0,Yes
21-5677,Business Intelligence & Analytics (BSBA‑BIA),2005-01-02,Korean,Single,Female,Taguig,Paid,0,False,24,,3.5,Yes
21-9609,Business Solutions & Applications (BSBA‑BSAA),2004-08-04,Filipino,Single,Male,Rodriguez,Paid,0,False,24,,4.0,Yes
21-8712,Cybersecurity (BSCSEC),2005-10-06,Filipino,Single,Male,Parañaque,Paid,0,False,15,,3.0,Yes
21-4410,Business Intelligence & Analytics (BSBA‑BIA),2000-01-17,Filipino,Single,Female,Rodriguez,Paid,0,True,18,,3.5,Yes
21-4796,Business Intelligence & Analytics (BSBA‑BIA),2006-10-28,Filipino,Single,Female,Cainta,Paid,0,False,15,,3.0,Yes
21-6774,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-02-21,Filipino,Single,Female,Valenzuela,Paid,0,False,15,,3.0,Yes
21-8571,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-05-14,Filipino,Single,Male,Makati,Paid,0,False,18,,3.0,Yes
21-1975,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-07-22,Filipino,Single,Male,Caloocan,With Balance,37102,False,18,,4.0,Yes
21-8891,Human Resource Management (BSBA‑HRM),2004-03-17,Filipino,Single,Female,Malabon,Paid,0,False,21,advising,4.0,No
21-3937,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-03-22,Filipino,Married,Male,Makati,Paid,0,False,21,,4.0,Yes
21-8266,Information Systems (BS‑IS),2002-05-28,Filipino,Single,Male,Navotas,With Balance,33550,False,24,,3.5,Yes
21-4941,Cybersecurity (BSCSEC),2004-10-03,Filipino,Single,Female,Navotas,Paid,0,False,21,,3.0,Yes
21-2367,Business Intelligence & Analytics (BSBA‑BIA),2000-08-13,Filipino,Single,Male,Cainta,Paid,0,False,24,,2.0,No
21-5615,Business Intelligence & Analytics (BSBA‑BIA),2005-08-08,Filipino,Single,Male,Manila,Paid,0,False,15,,4.0,Yes
21-2131,Business Intelligence & Analytics (BSBA‑BIA),2004-04-26,Filipino,Single,Male,Valenzuela,Paid,0,False,15,,3.5,Yes
21-6858,Business Solutions & Applications (BSBA‑BSAA),2001-10-07,Filipino,Single,Male,Manila,With Balance,26749,False,21,,3.5,Yes
21-4690,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-16,Filipino,Single,Male,Imus,Paid,0,False,18,monitoring,3.5,No
21-9186,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-03-04,Filipino,Single,Female,Caloocan,Paid,0,False,24,,3.0,Yes
21-2366,Cybersecurity (BSCSEC),2000-02-22,Filipino,Single,Male,Valenzuela,With Balance,28074,False,18,,4.0,Yes
21-5277,Business Intelligence & Analytics (BSBA‑BIA),2000-07-03,Filipino,Single,Female,Rodriguez,Paid,0,False,18,,3.5,Yes
21-2392,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-04-11,Filipino,Single,Female,Malabon,Paid,0,True,15,,4.0,Yes
21-5961,Business Solutions & Applications (BSBA‑BSAA),2001-06-24,Filipino,Single,Male,Rodriguez,Paid,0,False,24,advising,3.5,No
21-4121,Cybersecurity (BSCSEC),2004-08-16,Filipino,Single,Female,Marikina,With Balance,20888,False,24,monitoring,3.5,No
21-5478,Business Intelligence & Analytics (BSBA‑BIA),2004-07-28,Filipino,Single,Female,Imus,Paid,0,False,15,,3.0,Yes
21-6529,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-12-17,Filipino,Single,Male,Taguig,Paid,0,False,15,,3.5,Yes
21-1345,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-11-26,Filipino,Single,Female,Quezon City,Paid,0,False,24,,3.5,Yes
21-1764,Business Solutions & Applications (BSBA‑BSAA),2004-02-10,Filipino,Single,Male,Cainta,Paid,0,False,18,,3.5,Yes
21-1307,Human Resource Management (BSBA‑HRM),2000-12-12,Filipino,Single,Male,San Juan,Paid,0,False,24,,2.0,No
21-7729,Human Resource Management (BSBA‑HRM),2007-01-10,Filipino,Single,Male,Las Piñas,With Balance,10182,False,24,,3.0,Yes
21-2287,Human Resource Management (BSBA‑HRM),2000-01-14,Filipino,Single,Male,Valenzuela,Paid,0,False,18,,3.0,Yes
21-8659,Human Resource Management (BSBA‑HRM),2001-11-02,Filipino,Single,Female,Makati,Paid,0,False,24,,4.0,Yes
21-8490,Business Solutions & Applications (BSBA‑BSAA),2001-12-24,Filipino,Single,Female,Malabon,Paid,0,False,21,,3.5,Yes
21-8156,Business Intelligence & Analytics (BSBA‑BIA),2006-08-16,Filipino,Single,Female,Pasig,Paid,0,False,18,,4.0,Yes
21-4810,Business Solutions & Applications (BSBA‑BSAA),2001-05-07,Filipino,Single,Male,Taguig,Paid,0,False,18,,3.0,Yes
21-9761,Business Solutions & Applications (BSBA‑BSAA),2006-08-09,Filipino,Single,Male,Mandaluyong,Paid,0,False,21,,3.0,Yes
21-7407,Human Resource Management (BSBA‑HRM),2000-02-06,Filipino,Single,Female,Pasig,Paid,0,True,18,,3.0,Yes
21-9842,Business Intelligence & Analytics (BSBA‑BIA),2005-08-27,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.5,Yes
21-4710,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-10-12,Filipino,Single,Female,Taguig,With Balance,34683,False,15,,3.5,Yes
21-7649,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-09-28,Filipino,Single,Male,Pasay,Paid,0,False,21,,2.0,No
21-9412,Human Resource Management (BSBA‑HRM),2002-01-20,Filipino,Single,Female,Parañaque,Paid,0,True,15,,3.5,Yes
21-8587,Cybersecurity (BSCSEC),2007-02-27,Filipino,Single,Female,Taguig,With Balance,30962,False,15,,3.5,Yes
21-5798,Human Resource Management (BSBA‑HRM),2003-12-25,Filipino,Single,Male,Manila,Paid,0,False,21,,3.0,Yes
21-1021,Cybersecurity (BSCSEC),2007-01-13,Filipino,Single,Male,Malabon,With Balance,19326,False,21,,3.0,Yes
21-6159,Cybersecurity (BSCSEC),2003-01-09,Filipino,Single,Male,Mandaluyong,Paid,0,False,21,advising,4.0,No
21-1782,Business Solutions & Applications (BSBA‑BSAA),2000-02-20,Filipino,Single,Female,Muntinlupa,Paid,0,False,15,,4.0,Yes
21-6037,Business Intelligence & Analytics (BSBA‑BIA),2002-09-06,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,,4.0,Yes
21-9785,Human Resource Management (BSBA‑HRM),2005-06-02,Filipino,Single,Female,Navotas,Paid,0,True,24,,3.5,Yes
21-6661,Business Intelligence & Analytics (BSBA‑BIA),2005-02-07,Vietnamese,Single,Male,Antipolo,Paid,0,False,15,,4.0,Yes
21-5743,Business Intelligence & Analytics (BSBA‑BIA),2000-12-27,Filipino,Single,Male,Marikina,Paid,0,False,21,,3.0,Yes
21-4487,Business Solutions & Applications (BSBA‑BSAA),2002-08-14,Filipino,Single,Female,San Mateo,With Balance,18691,False,24,,3.5,Yes
21-4327,Business Intelligence & Analytics (BSBA‑BIA),2002-11-12,Filipino,Single,Male,Pasay,Paid,0,False,18,,4.0,Yes
21-2326,Business Intelligence & Analytics (BSBA‑BIA),2001-04-16,Filipino,Single,Male,Pasig,Paid,0,False,15,,2.0,No
21-5704,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-05-07,Korean,Single,Male,Makati,With Balance,20325,False,21,,3.5,Yes
21-2922,Human Resource Management (BSBA‑HRM),2005-02-10,Filipino,Single,Male,San Mateo,Paid,0,False,24,,3.0,Yes
21-4929,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-03-07,Filipino,Single,Male,San Juan,Paid,0,False,18,restrictions,3.5,No
21-3378,Business Solutions & Applications (BSBA‑BSAA),2002-08-01,Filipino,Single,Female,San Juan,Paid,0,False,24,,3.5,Yes
21-5967,Human Resource Management (BSBA‑HRM),2007-11-05,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,,4.0,Yes
21-9248,Business Intelligence & Analytics (BSBA‑BIA),2003-08-07,Filipino,Single,Male,Caloocan,With Balance,28489,False,24,restrictions,3.0,No
21-9880,Business Intelligence & Analytics (BSBA‑BIA),2007-08-02,Filipino,Single,Male,Antipolo,Paid,0,False,15,restrictions,3.0,No
21-7783,Cybersecurity (BSCSEC),2006-08-17,Filipino,Single,Male,Valenzuela,Paid,0,False,15,monitoring,2.0,No
21-9260,Information Systems (BS‑IS),2001-03-16,Filipino,Single,Male,Parañaque,Paid,0,False,24,,2.0,No
21-7918,Human Resource Management (BSBA‑HRM),2001-11-15,Filipino,Single,Female,Taguig,Paid,0,False,24,,3.5,Yes
21-4554,Business Intelligence & Analytics (BSBA‑BIA),2000-09-07,Filipino,Single,Female,Marikina,Paid,0,False,24,,4.0,Yes
21-5451,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-04-09,Filipino,Single,Female,Navotas,Paid,0,False,24,advising,4.0,No
21-9263,Information Systems (BS‑IS),2006-12-14,Filipino,Single,Male,Muntinlupa,Paid,0,False,24,,3.5,Yes
21-1398,Human Resource Management (BSBA‑HRM),2000-12-07,Filipino,Single,Female,San Juan,Paid,0,False,24,advising,3.5,No
21-6243,Human Resource Management (BSBA‑HRM),2001-04-21,Filipino,Single,Male,Las Piñas,With Balance,13913,False,24,,3.5,Yes
21-3253,Business Solutions & Applications (BSBA‑BSAA),2004-12-09,Filipino,Single,Female,San Mateo,Paid,0,False,15,,2.0,No
21-8824,Human Resource Management (BSBA‑HRM),2002-01-17,Filipino,Single,Female,Antipolo,With Balance,18292,False,15,,3.5,Yes
21-8356,Business Solutions & Applications (BSBA‑BSAA),2006-03-04,Filipino,Single,Female,Valenzuela,Paid,0,False,21,,3.5,Yes
21-5310,Business Solutions & Applications (BSBA‑BSAA),2006-07-15,Filipino,Single,Male,Navotas,With Balance,23763,False,24,,4.0,Yes
21-1384,Business Intelligence & Analytics (BSBA‑BIA),2004-02-08,Filipino,Single,Male,San Mateo,Paid,0,False,18,,3.0,Yes
21-4324,Cybersecurity (BSCSEC),2006-03-05,Filipino,Single,Female,Bacoor,Paid,0,False,24,,1.0,No
21-1989,Business Solutions & Applications (BSBA‑BSAA),2006-06-16,Filipino,Single,Female,Caloocan,With Balance,33135,False,21,,3.0,Yes
21-7724,Business Intelligence & Analytics (BSBA‑BIA),2003-11-12,Filipino,Single,Male,Makati,Paid,0,False,21,,3.0,Yes
21-1595,Human Resource Management (BSBA‑HRM),2006-02-10,Filipino,Single,Male,Manila,Paid,0,True,15,,3.5,Yes
21-6293,Business Solutions & Applications (BSBA‑BSAA),2004-12-08,Filipino,Single,Female,Pasay,With Balance,26086,False,21,,3.0,Yes
21-3560,Cybersecurity (BSCSEC),2000-11-11,Filipino,Single,Female,Imus,Paid,0,False,24,,2.0,No
21-1925,Human Resource Management (BSBA‑HRM),2003-03-04,Filipino,Single,Female,Rodriguez,Paid,0,False,24,restrictions,3.0,No
21-7619,Cybersecurity (BSCSEC),2001-02-27,Filipino,Single,Female,Manila,Paid,0,False,15,,4.0,Yes
21-8510,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-04-10,Filipino,Single,Female,Muntinlupa,Paid,0,False,21,monitoring,1.0,No
21-5660,Human Resource Management (BSBA‑HRM),2007-11-28,Filipino,Single,Female,Manila,Paid,0,False,21,,2.0,No
21-9806,Cybersecurity (BSCSEC),2005-06-20,Filipino,Single,Female,Rodriguez,Paid,0,False,21,,3.0,Yes
21-6294,Business Intelligence & Analytics (BSBA‑BIA),2002-04-02,Filipino,Single,Female,San Juan,Paid,0,True,18,,1.0,Yes
21-9110,Human Resource Management (BSBA‑HRM),2004-05-21,Filipino,Single,Male,Rodriguez,Paid,0,False,24,,2.0,No
21-9173,Information Systems (BS‑IS),2004-12-02,Filipino,Single,Female,Navotas,Paid,0,False,24,,2.0,No
21-8877,Business Intelligence & Analytics (BSBA‑BIA),2003-11-25,Filipino,Single,Male,Valenzuela,With Balance,31597,False,15,restrictions,3.0,No
21-5777,Business Solutions & Applications (BSBA‑BSAA),2002-10-17,Filipino,Single,Male,Pasay,Paid,0,False,18,,3.5,Yes
21-6712,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-01-28,Filipino,Single,Male,Manila,Paid,0,False,15,,2.0,No
21-9663,Cybersecurity (BSCSEC),2003-05-22,Vietnamese,Single,Female,Taguig,With Balance,17305,False,21,,3.5,Yes
21-1915,Cybersecurity (BSCSEC),2007-12-01,Filipino,Single,Male,Makati,Paid,0,False,21,,3.5,Yes
21-6286,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-06-20,Filipino,Single,Male,Pasig,Paid,0,False,15,,4.0,Yes
21-6055,Information Systems (BS‑IS),2001-11-17,Filipino,Single,Female,San Mateo,Paid,0,False,24,,3.5,Yes
21-8988,Business Intelligence & Analytics (BSBA‑BIA),2000-08-01,Filipino,Single,Male,Bacoor,Paid,0,False,18,,3.5,Yes
21-5183,Cybersecurity (BSCSEC),2003-03-14,Filipino,Single,Female,Cainta,Paid,0,False,24,restrictions,3.0,No
21-4958,Human Resource Management (BSBA‑HRM),2007-08-22,Filipino,Single,Male,Cainta,Paid,0,False,18,,2.0,No
21-9506,Business Solutions & Applications (BSBA‑BSAA),2004-05-04,Filipino,Single,Male,Antipolo,Paid,0,False,18,,3.5,Yes
21-3405,Cybersecurity (BSCSEC),2000-02-14,Filipino,Single,Female,Cainta,Paid,0,False,24,,3.5,Yes
21-9902,Cybersecurity (BSCSEC),2007-02-12,Filipino,Single,Male,Caloocan,Paid,0,True,24,,3.0,Yes
21-2167,Cybersecurity (BSCSEC),2003-11-10,Filipino,Single,Female,Makati,Paid,0,False,15,,3.5,Yes
21-1828,Business Intelligence & Analytics (BSBA‑BIA),2000-01-26,Filipino,Single,Female,Las Piñas,With Balance,21690,False,24,advising,3.5,No
